Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Remote_Work,Job_Satisfaction,Work_Hours_Per_Week
2015,Germany,Amazon,Full Stack Developer,Senior,90455,86,Yes,10,45
2015,USA,Infosys,Backend Developer,Senior,81383,54,No,7,40
2017,Australia,Meta,Backend Developer,Senior,83859,75,Yes,5,40
2017,Germany,IBM,Data Scientist,Junior,101205,92,No,9,37
2017,UK,Wipro,Data Scientist,Senior,75955,67,Yes,6,45
2013,Australia,Infosys,Full Stack Developer,Junior,70194,51,Yes,5,49
2017,Germany,Amazon,Mobile Developer,Mid,89975,88,Yes,7,40
2015,Germany,Google,Mobile Developer,Senior,106781,85,No,8,37
2015,Germany,Meta,Mobile Developer,Junior,70170,80,Yes,9,36
2011,UK,TCS,Full Stack Developer,Junior,60750,73,No,5,43
2019,USA,Microsoft,Frontend Developer,Senior,104733,59,Yes,10,45
2017,Germany,Netflix,Full Stack Developer,Senior,80914,87,Yes,6,55
2017,UK,TCS,Mobile Developer,Mid,94745,60,No,9,44
2011,Canada,Microsoft,Frontend Developer,Senior,74540,51,No,7,54
2013,Canada,Meta,Data Scientist,Senior,92011,73,No,7,47
2019,India,Infosys,Data Scientist,Senior,34205,74,Yes,5,46
2013,Australia,Accenture,Backend Developer,Junior,76938,90,Yes,8,52
2015,UK,Amazon,Data Scientist,Junior,88760,70,Yes,9,49
2019,USA,Netflix,Data Scientist,Mid,97722,94,Yes,6,42
2019,India,TCS,Backend Developer,Senior,39287,82,No,8,40
2013,Australia,Microsoft,Frontend Developer,Junior,70439,73,Yes,9,52
2017,India,Google,Backend Developer,Mid,25204,56,Yes,6,41
2015,Australia,Meta,Data Scientist,Mid,76361,94,Yes,6,35
2015,USA,Accenture,Frontend Developer,Mid,85905,64,Yes,7,55
2011,UK,Microsoft,Data Scientist,Senior,66591,56,Yes,6,40
2015,USA,Amazon,Frontend Developer,Junior,91123,65,No,5,47
2019,Germany,TCS,Data Scientist,Senior,114187,80,No,5,37
2011,UK,Infosys,Mobile Developer,Senior,83741,82,Yes,7,39
2013,Canada,Microsoft,Backend Developer,Senior,72509,57,Yes,10,36
2015,USA,IBM,Mobile Developer,Junior,125606,92,Yes,10,53
2011,USA,Accenture,Mobile Developer,Senior,128627,55,Yes,8,50
2013,India,TCS,Full Stack Developer,Senior,17424,51,No,8,39
2019,Germany,Accenture,Data Scientist,Junior,89571,71,No,10,38
2013,India,Netflix,Frontend Developer,Senior,13505,61,No,8,39
2019,Germany,TCS,Backend Developer,Mid,117752,91,No,10,49
2013,Australia,Infosys,Data Scientist,Senior,80471,55,No,6,52
2019,Canada,Meta,Full Stack Developer,Senior,106857,77,No,6,48
2017,Germany,Netflix,Frontend Developer,Junior,109611,76,No,9,42
2011,USA,Amazon,Backend Developer,Junior,114860,63,Yes,8,55
2013,Australia,Accenture,Frontend Developer,Senior,81270,74,Yes,5,53
2011,Australia,Meta,Mobile Developer,Senior,90247,54,No,9,45
2011,Canada,Meta,Frontend Developer,Mid,93604,64,No,9,48
2011,Canada,Google,Frontend Developer,Senior,77631,92,Yes,8,54
2017,Germany,IBM,Full Stack Developer,Senior,78309,76,No,5,41
2015,Germany,Microsoft,Frontend Developer,Mid,91546,54,No,9,48
2015,UK,Meta,Frontend Developer,Junior,88900,78,No,6,40
2019,USA,Netflix,Backend Developer,Senior,111849,91,Yes,5,46
2015,India,Netflix,Full Stack Developer,Junior,24243,76,Yes,5,44
2019,Australia,Amazon,Frontend Developer,Junior,96649,80,Yes,5,53
2011,Australia,Infosys,Full Stack Developer,Mid,99968,89,Yes,6,38
2013,Australia,Microsoft,Backend Developer,Mid,104032,73,Yes,8,42
2019,USA,Infosys,Data Scientist,Junior,96098,94,No,7,53
2019,UK,Accenture,Frontend Developer,Junior,88816,62,Yes,9,53
2019,Canada,Amazon,Backend Developer,Junior,106247,57,No,5,41
2011,India,Netflix,Data Scientist,Senior,14072,83,Yes,6,53
2013,India,Microsoft,Backend Developer,Mid,13343,55,No,5,39
2019,Australia,Infosys,Data Scientist,Mid,96951,70,No,8,50
2011,UK,Infosys,Mobile Developer,Senior,56891,55,No,9,44
2011,UK,Microsoft,Full Stack Developer,Mid,62318,60,Yes,10,43
2015,Germany,Infosys,Backend Developer,Mid,108204,74,Yes,6,54
2015,USA,TCS,Backend Developer,Mid,138868,56,Yes,8,49
2015,UK,Microsoft,Frontend Developer,Senior,73772,85,No,5,50
2019,UK,Microsoft,Backend Developer,Mid,70676,59,No,7,39
2013,Australia,Accenture,Backend Developer,Junior,91302,93,No,6,46
2017,UK,Infosys,Mobile Developer,Senior,71539,75,Yes,9,47
2017,Germany,Infosys,Backend Developer,Mid,89401,77,Yes,7,49
2015,UK,Amazon,Backend Developer,Junior,84858,57,No,10,46
2019,UK,TCS,Data Scientist,Senior,79146,56,No,9,50
2019,Germany,Meta,Frontend Developer,Mid,82484,89,Yes,9,42
2015,UK,Google,Backend Developer,Mid,91719,93,No,5,35
2017,India,Wipro,Full Stack Developer,Mid,28265,63,No,6,47
2017,UK,Netflix,Data Scientist,Senior,74670,86,No,9,44
2019,USA,IBM,Mobile Developer,Junior,127962,79,Yes,5,43
2011,UK,Microsoft,Data Scientist,Mid,86175,80,Yes,9,43
2013,UK,Netflix,Frontend Developer,Senior,84616,54,Yes,10,55
2015,Australia,Amazon,Full Stack Developer,Senior,90205,58,Yes,7,55
2017,USA,Infosys,Backend Developer,Mid,137443,56,No,6,43
2019,Canada,Google,Frontend Developer,Junior,91469,56,No,8,39
2011,Australia,Netflix,Full Stack Developer,Mid,66888,91,Yes,7,46
2017,Australia,IBM,Data Scientist,Mid,100798,77,Yes,8,52
2019,USA,Netflix,Data Scientist,Junior,90887,78,No,6,47
2013,Canada,Microsoft,Frontend Developer,Junior,90625,95,Yes,5,41
2011,USA,Infosys,Backend Developer,Mid,83033,94,No,6,38
2013,USA,Netflix,Full Stack Developer,Mid,127293,87,Yes,5,42
2013,UK,Wipro,Mobile Developer,Senior,57347,83,No,9,42
2015,Australia,TCS,Backend Developer,Senior,85515,93,No,7,52
2019,Germany,Microsoft,Full Stack Developer,Senior,85459,68,No,5,55
2019,UK,Accenture,Frontend Developer,Junior,104510,50,No,5,42
2019,UK,Netflix,Mobile Developer,Mid,100233,57,Yes,10,39
2017,Canada,Netflix,Data Scientist,Mid,102599,89,No,6,54
2011,Germany,Wipro,Frontend Developer,Mid,98044,72,No,8,45
2011,Canada,Infosys,Data Scientist,Mid,90858,57,No,10,38
2011,USA,Accenture,Data Scientist,Mid,99639,88,Yes,7,45
2017,USA,TCS,Mobile Developer,Senior,109150,54,No,8,37
2019,Germany,Accenture,Frontend Developer,Junior,81107,51,No,7,42
2017,UK,Meta,Backend Developer,Senior,93365,55,Yes,7,43
2015,Australia,IBM,Data Scientist,Mid,98951,57,Yes,7,50
2015,UK,IBM,Full Stack Developer,Mid,82175,68,No,9,46
2019,UK,Google,Mobile Developer,Mid,100010,84,No,10,48
2019,Germany,Accenture,Mobile Developer,Senior,85610,84,Yes,8,36
2017,UK,IBM,Frontend Developer,Mid,67124,87,No,6,37
2017,UK,Wipro,Backend Developer,Mid,83785,79,No,5,47
2019,Canada,Amazon,Frontend Developer,Mid,93064,81,Yes,10,50
2019,Germany,Wipro,Frontend Developer,Junior,106823,86,Yes,7,55
2015,Australia,TCS,Backend Developer,Mid,89932,53,No,10,49
2017,Germany,IBM,Frontend Developer,Senior,101600,67,Yes,5,39
2011,India,Meta,Full Stack Developer,Senior,10529,58,Yes,5,36
2011,UK,Accenture,Frontend Developer,Junior,69276,68,No,7,51
2013,Australia,Accenture,Full Stack Developer,Senior,84458,83,Yes,8,45
2011,Germany,Accenture,Backend Developer,Senior,95392,68,Yes,10,50
2015,Canada,Netflix,Backend Developer,Mid,96311,82,Yes,7,49
2011,UK,Amazon,Frontend Developer,Senior,64376,59,Yes,6,38
2019,India,Wipro,Mobile Developer,Junior,44561,55,No,8,54
2011,UK,Accenture,Backend Developer,Mid,76065,56,No,9,52
2019,India,IBM,Backend Developer,Junior,44988,71,Yes,9,41
2013,India,Wipro,Frontend Developer,Junior,28002,57,No,6,55
2011,USA,Google,Mobile Developer,Junior,116663,53,Yes,9,47
2019,USA,Google,Mobile Developer,Junior,94036,85,No,5,48
2013,India,Accenture,Mobile Developer,Senior,19128,54,No,7,45
2019,Germany,Wipro,Data Scientist,Senior,106330,85,No,10,35
2015,Germany,Netflix,Mobile Developer,Senior,70885,81,No,6,42
2011,UK,Meta,Mobile Developer,Mid,50671,66,No,10,41
2017,UK,Meta,Backend Developer,Mid,65213,62,Yes,10,40
2017,India,Google,Backend Developer,Senior,31405,69,Yes,10,50
2011,India,IBM,Backend Developer,Mid,10336,87,Yes,7,47
2011,Canada,IBM,Mobile Developer,Senior,92668,56,No,10,44
2013,USA,Meta,Frontend Developer,Mid,87257,55,No,10,46
2015,USA,Meta,Backend Developer,Mid,87164,70,Yes,7,38
2011,India,Wipro,Backend Developer,Senior,19483,58,Yes,9,39
2015,USA,Google,Mobile Developer,Junior,109621,60,No,8,36
2011,Australia,Netflix,Data Scientist,Senior,81305,72,Yes,9,46
2017,Germany,Amazon,Backend Developer,Senior,92980,75,Yes,6,42
2015,Germany,Microsoft,Frontend Developer,Mid,71241,70,Yes,6,44
2013,USA,Wipro,Data Scientist,Junior,123785,92,Yes,6,42
2015,Australia,Amazon,Frontend Developer,Senior,79130,53,Yes,10,50
2013,Germany,Google,Full Stack Developer,Junior,73260,57,No,6,39
2017,Australia,Netflix,Backend Developer,Senior,111608,58,No,10,52
2017,USA,Meta,Data Scientist,Junior,111331,54,Yes,6,54
2011,USA,Google,Mobile Developer,Senior,125318,88,No,7,50
2015,India,Netflix,Full Stack Developer,Senior,32499,78,No,6,36
2013,Germany,Amazon,Backend Developer,Senior,78428,74,Yes,7,41
2019,USA,Netflix,Frontend Developer,Junior,90239,54,No,5,43
2015,Germany,Microsoft,Full Stack Developer,Senior,104259,70,No,6,52
2013,India,Microsoft,Frontend Developer,Senior,26583,54,No,8,50
2015,Germany,IBM,Backend Developer,Mid,71942,85,Yes,5,51
2017,Australia,Microsoft,Data Scientist,Junior,88822,76,Yes,8,44
2015,USA,Microsoft,Frontend Developer,Mid,122534,89,Yes,8,43
2017,UK,Infosys,Frontend Developer,Junior,100116,54,Yes,7,40
2011,USA,Infosys,Frontend Developer,Junior,83161,67,Yes,10,48
2011,USA,Accenture,Frontend Developer,Junior,117651,85,No,7,44
2015,India,Microsoft,Frontend Developer,Senior,23783,95,Yes,9,35
2011,Australia,Infosys,Data Scientist,Mid,98905,54,Yes,9,43
2019,Australia,Infosys,Frontend Developer,Mid,116517,88,Yes,9,50
2011,UK,Infosys,Backend Developer,Junior,61261,81,Yes,9,41
2011,USA,Microsoft,Full Stack Developer,Junior,80347,53,No,6,51
2015,Germany,Infosys,Frontend Developer,Mid,106296,67,No,5,51
2013,Australia,Netflix,Full Stack Developer,Junior,103423,77,Yes,10,45
2019,Canada,Amazon,Full Stack Developer,Senior,97940,53,No,10,53
2015,Germany,IBM,Backend Developer,Junior,88169,59,No,5,40
2011,UK,Microsoft,Mobile Developer,Mid,66678,95,Yes,6,38
2017,UK,Accenture,Data Scientist,Junior,90956,56,No,6,54
2017,Australia,Netflix,Mobile Developer,Senior,90502,52,Yes,7,50
2011,India,Netflix,Data Scientist,Senior,19447,67,No,10,37
2019,India,Google,Full Stack Developer,Junior,35012,88,Yes,9,38
2017,USA,Amazon,Frontend Developer,Senior,111523,77,No,6,53
2015,Germany,TCS,Backend Developer,Mid,94511,72,No,8,44
2011,India,Amazon,Backend Developer,Senior,19759,71,No,7,44
2013,UK,Infosys,Full Stack Developer,Senior,80930,84,No,8,51
2017,Canada,IBM,Backend Developer,Mid,101492,52,Yes,9,49
2015,Germany,Google,Data Scientist,Mid,81636,85,Yes,10,37
2011,UK,Google,Data Scientist,Mid,53443,90,No,7,35
2015,Germany,TCS,Frontend Developer,Mid,73510,66,No,5,53
2015,Australia,Wipro,Full Stack Developer,Junior,97909,55,Yes,9,40
2015,UK,Microsoft,Data Scientist,Junior,97671,65,No,5,53
2017,UK,Netflix,Frontend Developer,Junior,92405,65,Yes,5,43
2015,Canada,Amazon,Full Stack Developer,Junior,84235,57,Yes,10,46
2017,Canada,Google,Data Scientist,Senior,107092,89,Yes,10,51
2013,Canada,Meta,Mobile Developer,Mid,97945,84,Yes,5,41
2015,Germany,Amazon,Full Stack Developer,Junior,105511,68,No,5,35
2017,UK,Accenture,Full Stack Developer,Senior,89069,80,Yes,8,44
2017,Canada,Netflix,Backend Developer,Senior,75851,79,Yes,6,35
2011,UK,Wipro,Data Scientist,Junior,51704,93,Yes,7,44
2017,India,Amazon,Full Stack Developer,Senior,35155,75,No,9,35
2015,USA,Meta,Frontend Developer,Mid,86218,61,No,10,40
2015,Canada,Amazon,Backend Developer,Junior,94876,82,Yes,8,36
2015,Canada,Meta,Backend Developer,Senior,95555,94,Yes,5,47
2017,India,IBM,Frontend Developer,Senior,37306,60,No,6,52
2019,India,IBM,Frontend Developer,Junior,42065,69,No,9,51
2019,Germany,Google,Data Scientist,Junior,97308,86,Yes,5,37
2019,Australia,Amazon,Backend Developer,Mid,113063,58,Yes,9,39
2017,India,Netflix,Full Stack Developer,Junior,28236,83,No,5,49
2013,India,Accenture,Frontend Developer,Junior,16731,60,No,10,45
2015,USA,Google,Frontend Developer,Senior,99875,80,No,9,37
2017,UK,Meta,Backend Developer,Senior,97744,53,No,10,47
2015,UK,Accenture,Mobile Developer,Junior,95312,86,No,6,48
2013,Germany,Infosys,Data Scientist,Senior,98724,85,No,6,49
2015,USA,Microsoft,Backend Developer,Senior,131505,62,Yes,6,37
2015,India,Google,Data Scientist,Mid,34540,83,Yes,7,38
2015,USA,Meta,Full Stack Developer,Mid,135778,56,Yes,9,48
2015,UK,Accenture,Frontend Developer,Senior,63963,92,Yes,10,39
2019,USA,Wipro,Data Scientist,Junior,101842,81,Yes,6,52
2017,India,IBM,Backend Developer,Senior,23755,72,Yes,10,36
2011,Canada,Infosys,Data Scientist,Senior,73264,76,Yes,6,55
2011,Canada,Microsoft,Backend Developer,Junior,67416,70,No,8,49
2019,Australia,Accenture,Mobile Developer,Junior,115713,66,No,5,45
2015,USA,Netflix,Backend Developer,Senior,134639,83,No,7,42
2015,Canada,Meta,Mobile Developer,Junior,71710,66,Yes,9,46
2017,India,Accenture,Data Scientist,Mid,26423,58,No,7,38
2019,Australia,TCS,Backend Developer,Mid,112380,90,No,10,42
2015,Canada,Microsoft,Mobile Developer,Senior,86110,64,No,10,35
2019,Canada,IBM,Data Scientist,Mid,90345,50,No,8,54
2011,Germany,Infosys,Mobile Developer,Junior,71085,60,No,9,49
2019,USA,Microsoft,Frontend Developer,Mid,125473,51,No,7,51
2017,India,Netflix,Mobile Developer,Junior,24883,67,Yes,9,50
2019,India,Wipro,Backend Developer,Mid,31698,84,Yes,5,45
2017,India,Wipro,Frontend Developer,Senior,34088,59,No,8,39
2015,Australia,Microsoft,Frontend Developer,Senior,84357,76,Yes,10,45
2013,Australia,Microsoft,Mobile Developer,Senior,77581,79,No,9,41
2017,UK,Meta,Full Stack Developer,Senior,90040,74,Yes,5,44
2019,Germany,Accenture,Mobile Developer,Mid,92856,56,No,10,42
2017,USA,IBM,Mobile Developer,Mid,132184,70,Yes,6,38
2015,USA,Wipro,Frontend Developer,Junior,80334,88,Yes,10,42
2013,India,IBM,Full Stack Developer,Junior,22982,82,No,7,45
2017,UK,Microsoft,Data Scientist,Mid,103910,88,No,7,39
2017,Australia,Wipro,Mobile Developer,Mid,112594,91,Yes,9,54
2015,Germany,Amazon,Data Scientist,Junior,85950,54,No,9,55
2019,Germany,Amazon,Data Scientist,Senior,105285,70,No,9,53
2011,Canada,Infosys,Mobile Developer,Junior,86840,82,Yes,5,51
2013,Australia,Meta,Data Scientist,Mid,97610,92,No,8,36
2019,UK,TCS,Data Scientist,Junior,76247,87,Yes,5,39
2013,Germany,Accenture,Mobile Developer,Mid,65392,79,No,8,48
2011,Australia,Amazon,Backend Developer,Senior,76858,92,No,10,47
2011,USA,IBM,Data Scientist,Mid,108513,69,Yes,8,48
2015,Germany,Amazon,Backend Developer,Senior,91459,62,Yes,5,38
2013,Canada,TCS,Full Stack Developer,Junior,99852,68,Yes,7,54
2011,USA,Accenture,Backend Developer,Senior,71124,88,No,8,35
2013,Germany,Amazon,Backend Developer,Mid,74818,50,Yes,9,51
2011,USA,Wipro,Backend Developer,Mid,88800,75,Yes,6,51
2015,India,IBM,Full Stack Developer,Junior,28816,76,No,10,53
2011,India,Microsoft,Backend Developer,Junior,19778,94,Yes,9,47
2019,USA,IBM,Backend Developer,Senior,143089,61,Yes,5,43
2015,India,Netflix,Frontend Developer,Mid,27209,78,No,8,38
2013,UK,IBM,Backend Developer,Senior,80828,91,Yes,9,38
2011,Germany,Netflix,Data Scientist,Mid,78254,62,Yes,9,38
2019,UK,Meta,Frontend Developer,Junior,71756,65,Yes,7,40
2015,UK,Wipro,Mobile Developer,Senior,75304,79,Yes,8,52
2011,USA,TCS,Frontend Developer,Junior,75732,65,Yes,10,46
2019,Canada,Accenture,Frontend Developer,Mid,97036,58,Yes,10,37
2015,Australia,Meta,Backend Developer,Junior,94209,76,No,6,40
2011,UK,Amazon,Full Stack Developer,Mid,73246,83,No,7,43
2017,India,TCS,Full Stack Developer,Mid,23090,68,No,7,47
2017,India,Accenture,Mobile Developer,Mid,26946,54,Yes,5,44
2013,Australia,Wipro,Frontend Developer,Junior,72844,78,No,8,55
2015,Australia,TCS,Data Scientist,Junior,94046,89,Yes,5,49
2011,India,TCS,Mobile Developer,Mid,11992,71,Yes,8,40
2015,Australia,TCS,Backend Developer,Mid,95492,90,Yes,10,39
2015,Canada,Accenture,Frontend Developer,Mid,70928,94,Yes,6,48
2013,USA,Google,Backend Developer,Senior,90823,87,No,6,38
2015,USA,Accenture,Full Stack Developer,Junior,138867,95,No,6,46
2015,India,Google,Mobile Developer,Senior,18605,59,Yes,5,42
2013,Canada,Google,Data Scientist,Mid,90554,68,Yes,6,50
2017,USA,Wipro,Mobile Developer,Junior,129058,75,Yes,7,55
2017,Australia,Google,Mobile Developer,Senior,105753,63,Yes,7,54
2019,UK,Infosys,Backend Developer,Senior,103976,95,No,10,51
2013,Canada,IBM,Full Stack Developer,Junior,93907,59,Yes,8,49
2019,Canada,Meta,Mobile Developer,Junior,91186,70,No,6,52
2011,USA,Netflix,Full Stack Developer,Senior,96989,67,No,5,39
2013,India,Netflix,Data Scientist,Junior,19226,94,No,6,39
2011,Germany,IBM,Frontend Developer,Junior,90055,58,No,8,45
2015,India,Accenture,Full Stack Developer,Junior,33840,81,No,7,55
2011,USA,IBM,Mobile Developer,Senior,114468,85,No,10,51
2013,USA,Infosys,Frontend Developer,Mid,77021,54,No,7,43
2013,Australia,TCS,Backend Developer,Senior,86664,95,Yes,10,42
2017,Australia,Accenture,Backend Developer,Junior,93827,83,No,9,37
2013,Canada,Infosys,Mobile Developer,Mid,99202,72,No,6,42
2015,USA,Microsoft,Frontend Developer,Mid,83506,76,No,9,37
2013,Australia,TCS,Frontend Developer,Mid,84415,66,Yes,10,46
2017,UK,TCS,Full Stack Developer,Senior,92485,63,No,8,54
2011,Australia,Wipro,Frontend Developer,Senior,73071,87,No,6,40
2013,Germany,TCS,Full Stack Developer,Mid,104599,74,No,8,47
2013,Canada,Meta,Mobile Developer,Junior,89618,62,Yes,7,40
2011,Germany,IBM,Data Scientist,Senior,63610,84,Yes,9,41
2015,India,Netflix,Backend Developer,Senior,29262,54,Yes,10,52
2013,UK,Wipro,Full Stack Developer,Mid,82133,71,Yes,6,38
2013,India,Accenture,Data Scientist,Mid,15571,51,Yes,7,51
2015,USA,Microsoft,Full Stack Developer,Mid,98092,67,Yes,7,51
2015,USA,Netflix,Mobile Developer,Mid,82590,69,No,8,36
2013,India,IBM,Backend Developer,Mid,21946,51,No,5,43
2019,Australia,Meta,Full Stack Developer,Mid,117256,88,No,6,45
2011,Canada,Meta,Frontend Developer,Junior,92822,92,Yes,10,37
2017,Australia,Netflix,Backend Developer,Mid,107974,86,Yes,10,55
2017,Germany,Accenture,Mobile Developer,Senior,85665,70,No,5,35
2011,Germany,Microsoft,Full Stack Developer,Junior,66288,75,Yes,9,35
2015,India,Google,Backend Developer,Mid,33706,91,No,6,36
2011,India,TCS,Backend Developer,Mid,23012,81,Yes,7,38
2013,UK,Wipro,Frontend Developer,Senior,92993,60,Yes,9,40
2011,Australia,Netflix,Frontend Developer,Mid,83012,52,Yes,7,51
2019,Australia,TCS,Backend Developer,Junior,96580,74,Yes,8,49
2013,Germany,Accenture,Backend Developer,Senior,68592,83,Yes,9,55
2015,UK,Google,Backend Developer,Junior,78629,68,Yes,8,37
2017,Australia,Microsoft,Backend Developer,Senior,87832,72,No,5,51
2019,India,Google,Backend Developer,Senior,39936,50,No,10,35
2019,Canada,TCS,Data Scientist,Junior,89011,93,No,6,45
2017,UK,Amazon,Data Scientist,Mid,96869,87,No,5,41
2013,Australia,Infosys,Mobile Developer,Junior,91460,57,Yes,5,35
2017,Australia,Amazon,Backend Developer,Senior,98562,58,No,5,46
2015,UK,TCS,Full Stack Developer,Mid,88941,77,Yes,6,41
2015,India,Wipro,Frontend Developer,Senior,27711,76,Yes,5,44
2019,UK,TCS,Frontend Developer,Junior,106313,51,Yes,7,37
2019,UK,IBM,Full Stack Developer,Senior,107332,71,Yes,5,55
2015,USA,Microsoft,Data Scientist,Senior,127093,67,Yes,9,52
2011,UK,Netflix,Frontend Developer,Junior,67840,51,Yes,5,52
2019,Canada,Infosys,Full Stack Developer,Mid,104921,57,No,7,42
2011,Australia,Google,Frontend Developer,Junior,74996,66,No,9,40
2011,USA,Accenture,Data Scientist,Senior,78128,55,Yes,7,38
2015,Canada,Accenture,Frontend Developer,Senior,92071,95,No,7,49
2011,India,Wipro,Data Scientist,Mid,10146,78,No,10,37
2017,Germany,Amazon,Backend Developer,Senior,75396,73,Yes,7,42
2013,India,IBM,Mobile Developer,Mid,16385,75,No,8,42
2013,USA,Microsoft,Frontend Developer,Mid,131503,94,No,8,46
2011,Germany,Accenture,Mobile Developer,Mid,62916,95,Yes,7,52
2015,India,Accenture,Frontend Developer,Junior,32125,83,Yes,7,55
2011,Germany,Amazon,Data Scientist,Mid,80277,84,Yes,5,37
2017,India,Amazon,Data Scientist,Mid,28289,64,Yes,8,55
2015,Germany,Microsoft,Full Stack Developer,Junior,96885,79,No,10,53
2011,Australia,Accenture,Data Scientist,Mid,81538,66,No,6,38
2017,Canada,TCS,Mobile Developer,Mid,97825,68,Yes,10,45
2011,India,Amazon,Data Scientist,Junior,23067,74,No,8,52
2011,USA,Microsoft,Backend Developer,Mid,84689,76,Yes,8,36
2017,Australia,Accenture,Data Scientist,Mid,98135,84,Yes,8,39
2019,USA,Infosys,Backend Developer,Mid,144381,51,No,6,49
2019,India,Google,Data Scientist,Senior,37299,67,Yes,8,38
2013,Germany,Meta,Backend Developer,Mid,88908,57,No,5,36
2019,Canada,Wipro,Full Stack Developer,Junior,90847,85,Yes,6,54
2017,India,Infosys,Backend Developer,Senior,36483,82,No,8,49
2017,UK,Google,Mobile Developer,Senior,95850,84,Yes,7,43
2017,Canada,Microsoft,Mobile Developer,Junior,103964,57,Yes,9,50
2011,USA,Microsoft,Mobile Developer,Senior,77959,64,No,9,44
2011,USA,Meta,Mobile Developer,Senior,106387,52,No,6,38
2019,Canada,Microsoft,Data Scientist,Junior,114180,53,No,8,39
2019,USA,IBM,Frontend Developer,Junior,128158,87,No,9,50
2011,India,Microsoft,Full Stack Developer,Mid,19460,53,Yes,9,49
2015,Germany,Accenture,Mobile Developer,Mid,98107,54,Yes,10,35
2015,Germany,TCS,Frontend Developer,Senior,95882,80,Yes,7,42
2017,USA,Infosys,Data Scientist,Junior,98382,53,No,7,52
2011,Australia,Microsoft,Mobile Developer,Senior,66099,70,No,5,52
2013,USA,Infosys,Mobile Developer,Senior,92075,68,No,8,50
2017,Australia,Accenture,Mobile Developer,Senior,89842,83,No,10,55
2011,Germany,Google,Data Scientist,Senior,86370,59,Yes,10,50
2011,India,IBM,Mobile Developer,Junior,21690,82,No,9,53
