Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Covid_Phase,Layoff_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2021,USA,TCS,Data Scientist,Senior,137737,92,Recovery,Low,83,7,40
2021,Germany,Amazon,Full Stack Developer,Junior,135316,76,Recovery,Medium,81,7,46
2020,USA,Meta,Frontend Developer,Junior,114809,49,Lockdown,Medium,77,8,41
2020,USA,Amazon,Full Stack Developer,Junior,65836,62,Lockdown,Medium,86,7,53
2019,Germany,Accenture,Backend Developer,Junior,77630,65,Pre-Covid,Low,22,8,35
2020,USA,Amazon,Backend Developer,Senior,80822,57,Lockdown,Medium,90,5,35
2019,UK,Amazon,Data Scientist,Mid,81390,84,Pre-Covid,Low,30,5,50
2020,Germany,Amazon,Frontend Developer,Mid,55591,45,Lockdown,High,95,8,40
2021,Canada,Meta,Full Stack Developer,Senior,86159,100,Recovery,Medium,78,9,50
2021,Canada,Meta,Full Stack Developer,Senior,90404,86,Recovery,Low,66,8,48
2019,USA,Infosys,Backend Developer,Junior,126345,62,Pre-Covid,Low,33,10,51
2020,India,Wipro,Mobile Developer,Mid,10412,50,Lockdown,High,75,7,41
2021,Canada,Infosys,Frontend Developer,Junior,92235,99,Recovery,Medium,82,5,52
2020,Canada,Netflix,Frontend Developer,Junior,64952,40,Lockdown,Medium,82,5,54
2020,Canada,Amazon,Backend Developer,Senior,66132,63,Lockdown,High,70,9,55
2020,Canada,Meta,Full Stack Developer,Junior,74024,40,Lockdown,High,83,9,47
2019,Australia,Google,Frontend Developer,Mid,74096,61,Pre-Covid,Low,21,8,40
2019,India,Meta,Backend Developer,Mid,17644,95,Pre-Covid,Low,28,6,46
2019,USA,Wipro,Mobile Developer,Junior,139741,85,Pre-Covid,Low,23,10,47
2021,Australia,Google,Frontend Developer,Junior,102971,84,Recovery,Medium,87,8,54
2020,UK,IBM,Mobile Developer,Senior,66561,42,Lockdown,Medium,81,10,39
2020,India,Netflix,Full Stack Developer,Junior,13355,49,Lockdown,High,70,5,35
2021,USA,Accenture,Full Stack Developer,Junior,123373,100,Recovery,Low,66,9,39
2020,USA,Meta,Mobile Developer,Senior,84221,60,Lockdown,Medium,94,5,36
2019,Australia,IBM,Full Stack Developer,Senior,72709,84,Pre-Covid,Low,26,6,43
2020,Australia,TCS,Full Stack Developer,Mid,63972,64,Lockdown,High,90,7,36
2020,Australia,Wipro,Mobile Developer,Mid,77313,33,Lockdown,Medium,87,8,44
2020,Germany,IBM,Backend Developer,Junior,71779,75,Lockdown,Medium,70,10,45
2020,USA,Google,Mobile Developer,Mid,100035,66,Lockdown,Medium,86,10,36
2019,UK,Google,Backend Developer,Junior,60066,79,Pre-Covid,Low,22,9,45
2019,Germany,Accenture,Backend Developer,Mid,72911,74,Pre-Covid,Low,13,9,48
2021,Germany,IBM,Frontend Developer,Mid,119887,84,Recovery,Low,66,9,39
2019,India,Meta,Full Stack Developer,Junior,18001,94,Pre-Covid,Low,20,5,35
2019,Germany,Wipro,Mobile Developer,Junior,76943,85,Pre-Covid,Low,13,10,41
2021,UK,Microsoft,Data Scientist,Junior,102954,86,Recovery,Medium,71,6,54
2021,Canada,IBM,Backend Developer,Junior,86691,84,Recovery,Medium,68,7,42
2021,UK,Accenture,Data Scientist,Mid,69518,91,Recovery,Medium,81,5,44
2020,Australia,Wipro,Mobile Developer,Senior,62897,64,Lockdown,Medium,83,6,43
2020,Germany,Microsoft,Mobile Developer,Mid,69572,55,Lockdown,High,92,8,37
2020,Australia,Infosys,Backend Developer,Mid,75829,39,Lockdown,High,74,7,37
2020,Canada,TCS,Mobile Developer,Junior,64761,71,Lockdown,High,75,6,50
2020,UK,Infosys,Data Scientist,Junior,58166,73,Lockdown,High,80,8,52
2019,India,Netflix,Mobile Developer,Senior,22489,60,Pre-Covid,Low,33,8,50
2021,UK,Wipro,Backend Developer,Senior,109823,100,Recovery,Low,66,7,48
2020,India,TCS,Backend Developer,Mid,14884,74,Lockdown,Medium,80,6,37
2020,Canada,Infosys,Frontend Developer,Mid,61031,60,Lockdown,Medium,88,9,38
2021,Germany,IBM,Mobile Developer,Mid,109335,91,Recovery,Medium,71,9,39
2019,Australia,Accenture,Mobile Developer,Junior,98264,79,Pre-Covid,Low,26,8,53
2020,USA,Accenture,Frontend Developer,Mid,88716,57,Lockdown,High,78,10,41
2020,USA,Amazon,Backend Developer,Senior,107254,42,Lockdown,High,75,6,38
2019,India,Wipro,Backend Developer,Senior,17119,87,Pre-Covid,Low,33,9,44
2021,Germany,Microsoft,Backend Developer,Mid,130897,86,Recovery,Low,80,8,55
2019,India,Wipro,Mobile Developer,Senior,24660,88,Pre-Covid,Low,34,8,40
2020,Germany,IBM,Backend Developer,Senior,66451,49,Lockdown,High,90,6,41
2021,UK,Wipro,Data Scientist,Senior,110352,92,Recovery,Low,62,8,44
2021,UK,Wipro,Mobile Developer,Junior,73675,88,Recovery,Medium,66,7,51
2020,Germany,Wipro,Frontend Developer,Junior,87798,49,Lockdown,Medium,80,10,44
2020,USA,Meta,Frontend Developer,Senior,69303,64,Lockdown,High,71,6,50
2021,Germany,Amazon,Data Scientist,Junior,133745,77,Recovery,Low,88,6,51
2019,Australia,Infosys,Full Stack Developer,Junior,86204,66,Pre-Covid,Low,32,5,47
2020,Canada,TCS,Backend Developer,Senior,75261,47,Lockdown,High,73,10,48
2020,USA,Netflix,Data Scientist,Senior,82898,56,Lockdown,Medium,94,5,55
2021,Australia,IBM,Data Scientist,Junior,114538,89,Recovery,Low,63,7,39
2019,Germany,Netflix,Backend Developer,Junior,80062,60,Pre-Covid,Low,16,8,39
2020,India,Netflix,Frontend Developer,Senior,12052,62,Lockdown,Medium,77,10,40
2019,Australia,Amazon,Data Scientist,Junior,87454,65,Pre-Covid,Low,16,8,40
2019,Australia,Meta,Frontend Developer,Junior,83939,79,Pre-Covid,Low,10,7,41
2019,UK,Microsoft,Frontend Developer,Junior,92392,73,Pre-Covid,Low,31,7,48
2021,Germany,Meta,Mobile Developer,Junior,98849,87,Recovery,Low,90,6,50
2021,Canada,Amazon,Mobile Developer,Mid,116427,83,Recovery,Low,76,5,52
2020,USA,Infosys,Data Scientist,Mid,69693,60,Lockdown,Medium,83,9,51
2021,Australia,TCS,Full Stack Developer,Junior,133292,99,Recovery,Medium,77,5,35
2019,Germany,Microsoft,Mobile Developer,Mid,81633,87,Pre-Covid,Low,35,7,35
2019,Germany,Google,Full Stack Developer,Mid,96253,94,Pre-Covid,Low,10,9,55
2021,Canada,TCS,Backend Developer,Junior,106692,87,Recovery,Low,86,7,44
2019,Canada,Netflix,Backend Developer,Junior,80083,93,Pre-Covid,Low,10,10,52
2019,UK,Infosys,Full Stack Developer,Junior,73649,60,Pre-Covid,Low,33,6,43
2020,Germany,TCS,Mobile Developer,Senior,78917,53,Lockdown,High,76,9,48
2019,UK,Microsoft,Data Scientist,Senior,89859,80,Pre-Covid,Low,31,9,53
2020,Australia,Google,Full Stack Developer,Junior,66541,64,Lockdown,High,94,6,41
2019,USA,Amazon,Mobile Developer,Junior,93188,81,Pre-Covid,Low,22,10,41
2020,Australia,Meta,Data Scientist,Mid,67792,55,Lockdown,Medium,87,10,46
2020,UK,Amazon,Full Stack Developer,Mid,72578,73,Lockdown,High,87,6,38
2020,USA,Infosys,Data Scientist,Mid,91526,45,Lockdown,High,85,7,40
2019,Australia,Meta,Mobile Developer,Junior,98289,88,Pre-Covid,Low,17,8,38
2019,Canada,Infosys,Full Stack Developer,Mid,87320,70,Pre-Covid,Low,12,7,46
2021,USA,Meta,Backend Developer,Junior,145259,78,Recovery,Medium,76,8,46
2021,UK,Google,Frontend Developer,Mid,73908,100,Recovery,Low,70,5,41
2021,Canada,Accenture,Frontend Developer,Junior,96993,100,Recovery,Low,86,10,52
2019,India,Google,Mobile Developer,Junior,10769,68,Pre-Covid,Low,24,6,47
2019,India,Netflix,Backend Developer,Junior,16183,90,Pre-Covid,Low,31,8,36
2021,Canada,Microsoft,Data Scientist,Junior,78470,100,Recovery,Medium,65,8,43
2019,Canada,Meta,Backend Developer,Mid,86571,89,Pre-Covid,Low,21,5,41
2019,USA,IBM,Frontend Developer,Senior,97785,63,Pre-Covid,Low,16,6,47
2020,Germany,Netflix,Frontend Developer,Senior,80555,53,Lockdown,Medium,89,9,37
2021,UK,Wipro,Backend Developer,Junior,91455,92,Recovery,Low,63,5,43
2021,USA,IBM,Full Stack Developer,Mid,110143,94,Recovery,Medium,86,9,49
2020,Canada,Microsoft,Data Scientist,Senior,52763,69,Lockdown,High,80,6,36
2019,Australia,Wipro,Frontend Developer,Mid,72812,94,Pre-Covid,Low,20,5,42
2019,Australia,Accenture,Mobile Developer,Mid,105173,68,Pre-Covid,Low,12,9,50
2021,India,Infosys,Full Stack Developer,Mid,36374,92,Recovery,Medium,72,6,50
2019,UK,Google,Data Scientist,Mid,65220,86,Pre-Covid,Low,27,5,46
2020,Australia,Netflix,Full Stack Developer,Junior,65676,58,Lockdown,Medium,83,8,55
2019,Germany,IBM,Mobile Developer,Senior,69666,78,Pre-Covid,Low,31,8,45
2021,Germany,Netflix,Mobile Developer,Mid,96454,88,Recovery,Low,73,9,39
2021,USA,IBM,Frontend Developer,Junior,104685,100,Recovery,Low,83,9,42
2019,Australia,Amazon,Data Scientist,Mid,78091,87,Pre-Covid,Low,23,10,35
2019,India,IBM,Data Scientist,Mid,19475,82,Pre-Covid,Low,15,5,46
2020,Australia,Amazon,Mobile Developer,Junior,87958,58,Lockdown,Medium,80,6,50
2019,India,Microsoft,Backend Developer,Mid,10263,63,Pre-Covid,Low,27,10,35
2021,USA,Amazon,Data Scientist,Junior,119797,100,Recovery,Medium,79,10,43
2021,Germany,Microsoft,Frontend Developer,Junior,118249,92,Recovery,Low,85,6,42
2021,USA,Microsoft,Mobile Developer,Senior,101656,100,Recovery,Low,73,10,45
2021,USA,TCS,Frontend Developer,Mid,91593,79,Recovery,Low,77,5,50
2020,Australia,Google,Frontend Developer,Senior,75997,46,Lockdown,High,78,8,55
2019,Canada,Meta,Backend Developer,Junior,87351,90,Pre-Covid,Low,19,7,42
2021,USA,Infosys,Data Scientist,Mid,162757,92,Recovery,Low,73,9,53
2019,Canada,IBM,Mobile Developer,Junior,81556,68,Pre-Covid,Low,13,5,47
2020,Australia,IBM,Mobile Developer,Junior,74565,63,Lockdown,Medium,70,7,51
2019,India,Microsoft,Frontend Developer,Mid,16195,92,Pre-Covid,Low,29,8,36
2019,UK,Microsoft,Mobile Developer,Senior,81702,79,Pre-Covid,Low,22,7,43
2021,Canada,Google,Backend Developer,Mid,109924,90,Recovery,Medium,87,5,44
2020,India,Amazon,Data Scientist,Junior,13554,70,Lockdown,Medium,72,7,48
2019,UK,Google,Mobile Developer,Senior,85655,80,Pre-Covid,Low,28,9,35
2020,Australia,Google,Backend Developer,Junior,82132,63,Lockdown,High,95,6,43
2020,Canada,Accenture,Frontend Developer,Mid,65553,50,Lockdown,High,95,5,45
2021,Canada,IBM,Backend Developer,Junior,109353,100,Recovery,Medium,76,5,38
2020,India,IBM,Backend Developer,Senior,16225,53,Lockdown,Medium,85,10,40
2019,USA,Wipro,Frontend Developer,Senior,98891,90,Pre-Covid,Low,32,10,46
2019,UK,IBM,Full Stack Developer,Senior,61576,84,Pre-Covid,Low,15,8,40
2021,Germany,Microsoft,Mobile Developer,Senior,116137,87,Recovery,Low,87,10,45
2021,USA,Infosys,Full Stack Developer,Mid,92856,100,Recovery,Low,60,6,43
2021,UK,Meta,Backend Developer,Senior,101119,100,Recovery,Medium,85,10,39
2020,UK,Amazon,Full Stack Developer,Senior,67415,63,Lockdown,High,85,6,44
2020,UK,IBM,Mobile Developer,Senior,60931,71,Lockdown,High,95,7,52
2020,Canada,Wipro,Mobile Developer,Junior,68493,67,Lockdown,Medium,82,8,53
2019,Australia,Accenture,Backend Developer,Junior,75572,78,Pre-Covid,Low,15,8,40
2021,Canada,Infosys,Mobile Developer,Mid,105334,100,Recovery,Medium,60,8,41
2020,Germany,Google,Mobile Developer,Junior,85844,50,Lockdown,High,81,6,43
2019,India,Meta,Full Stack Developer,Senior,14562,65,Pre-Covid,Low,23,5,46
2019,USA,Wipro,Mobile Developer,Junior,123050,69,Pre-Covid,Low,10,7,35
2019,Australia,Infosys,Full Stack Developer,Mid,98701,94,Pre-Covid,Low,10,5,44
2020,USA,TCS,Frontend Developer,Junior,85400,50,Lockdown,High,77,7,49
2019,India,IBM,Full Stack Developer,Junior,17138,65,Pre-Covid,Low,29,6,44
2020,Canada,Google,Full Stack Developer,Senior,80126,43,Lockdown,High,71,9,42
2019,Australia,Infosys,Frontend Developer,Senior,99708,77,Pre-Covid,Low,10,5,53
2021,Canada,Accenture,Frontend Developer,Senior,97082,100,Recovery,Medium,66,9,48
2021,UK,Amazon,Full Stack Developer,Senior,67274,88,Recovery,Low,90,10,53
2019,USA,IBM,Data Scientist,Junior,81966,94,Pre-Covid,Low,32,8,55
2019,India,Netflix,Mobile Developer,Junior,13302,78,Pre-Covid,Low,30,8,36
2020,Germany,Accenture,Backend Developer,Senior,75966,36,Lockdown,High,79,9,45
2020,Canada,Microsoft,Mobile Developer,Junior,68663,51,Lockdown,Medium,70,6,44
2021,India,Amazon,Full Stack Developer,Senior,33730,94,Recovery,Medium,68,6,45
2021,Germany,Netflix,Backend Developer,Senior,114576,96,Recovery,Medium,62,9,39
2019,India,Netflix,Mobile Developer,Senior,12819,83,Pre-Covid,Low,34,10,45
2019,Australia,IBM,Mobile Developer,Junior,87565,69,Pre-Covid,Low,14,9,37
2019,India,Accenture,Full Stack Developer,Mid,24417,64,Pre-Covid,Low,21,5,47
2020,Canada,IBM,Full Stack Developer,Senior,71000,70,Lockdown,High,71,8,46
2019,UK,Wipro,Backend Developer,Junior,55480,81,Pre-Covid,Low,17,9,37
2021,India,Meta,Frontend Developer,Senior,17812,100,Recovery,Medium,85,7,46
2020,Australia,Microsoft,Backend Developer,Senior,60887,50,Lockdown,Medium,90,8,37
2020,USA,Microsoft,Mobile Developer,Senior,120122,69,Lockdown,Medium,91,5,46
2021,USA,Accenture,Frontend Developer,Junior,110822,88,Recovery,Low,66,9,41
2020,India,Google,Full Stack Developer,Senior,18498,64,Lockdown,High,78,5,51
2020,Australia,Wipro,Data Scientist,Junior,76719,63,Lockdown,Medium,75,7,51
2020,Canada,Infosys,Data Scientist,Mid,73972,40,Lockdown,High,76,6,38
2019,India,Google,Mobile Developer,Junior,24812,75,Pre-Covid,Low,22,7,47
2019,Germany,IBM,Full Stack Developer,Junior,101045,73,Pre-Covid,Low,20,6,37
2021,UK,IBM,Backend Developer,Mid,96002,100,Recovery,Medium,80,5,51
2020,USA,Wipro,Full Stack Developer,Senior,74273,32,Lockdown,High,87,5,47
2020,India,TCS,Full Stack Developer,Mid,11420,49,Lockdown,High,86,7,41
2021,UK,TCS,Full Stack Developer,Junior,89141,100,Recovery,Low,75,6,50
2019,Canada,Infosys,Frontend Developer,Mid,77855,70,Pre-Covid,Low,11,5,46
2020,Canada,TCS,Full Stack Developer,Mid,68207,57,Lockdown,High,85,7,36
2021,UK,Google,Mobile Developer,Junior,109558,83,Recovery,Low,79,6,39
2019,Australia,Google,Mobile Developer,Junior,71352,72,Pre-Covid,Low,35,5,46
2021,Germany,Amazon,Full Stack Developer,Senior,88041,94,Recovery,Medium,74,9,42
2021,India,Meta,Mobile Developer,Senior,13044,77,Recovery,Medium,72,9,50
2020,Australia,Amazon,Backend Developer,Junior,71188,60,Lockdown,High,76,7,35
2019,Canada,Wipro,Full Stack Developer,Junior,86191,90,Pre-Covid,Low,12,7,39
2020,India,Netflix,Full Stack Developer,Mid,15110,68,Lockdown,Medium,74,6,47
2020,Canada,IBM,Full Stack Developer,Senior,77979,49,Lockdown,Medium,71,7,40
2020,Germany,Amazon,Full Stack Developer,Junior,85222,60,Lockdown,Medium,95,6,37
2020,Canada,Accenture,Full Stack Developer,Senior,82004,60,Lockdown,Medium,78,8,44
2021,Germany,Amazon,Backend Developer,Junior,109449,90,Recovery,Medium,82,10,45
2021,Germany,Netflix,Full Stack Developer,Mid,130354,88,Recovery,Medium,70,6,45
2020,India,Accenture,Data Scientist,Mid,8739,48,Lockdown,Medium,83,7,45
2021,USA,Wipro,Full Stack Developer,Junior,157612,100,Recovery,Low,83,6,50
2021,UK,Netflix,Frontend Developer,Senior,98195,92,Recovery,Low,77,9,40
2021,India,IBM,Data Scientist,Junior,13460,91,Recovery,Medium,66,6,52
2019,USA,Wipro,Full Stack Developer,Junior,103838,90,Pre-Covid,Low,35,6,41
2019,Canada,Accenture,Full Stack Developer,Senior,94663,92,Pre-Covid,Low,27,5,46
2020,India,IBM,Mobile Developer,Junior,18609,51,Lockdown,High,95,10,43
2021,UK,IBM,Frontend Developer,Senior,114205,92,Recovery,Medium,88,6,44
2019,Australia,Google,Backend Developer,Mid,109045,77,Pre-Covid,Low,15,10,52
2020,Germany,Meta,Full Stack Developer,Senior,70195,54,Lockdown,Medium,75,9,40
2021,Germany,Amazon,Frontend Developer,Mid,91156,100,Recovery,Medium,76,8,39
2020,UK,Netflix,Mobile Developer,Senior,72171,51,Lockdown,Medium,74,9,50
2020,Canada,Google,Full Stack Developer,Senior,76155,41,Lockdown,High,93,7,44
2021,India,Accenture,Backend Developer,Senior,32462,100,Recovery,Low,70,10,37
2020,USA,Amazon,Full Stack Developer,Mid,90778,61,Lockdown,Medium,90,6,39
2020,USA,Microsoft,Full Stack Developer,Mid,73471,34,Lockdown,Medium,71,10,37
2021,UK,Accenture,Frontend Developer,Senior,104254,100,Recovery,Low,64,6,44
2020,USA,Meta,Full Stack Developer,Mid,62452,54,Lockdown,High,70,5,52
2021,UK,Microsoft,Mobile Developer,Mid,78522,100,Recovery,Low,77,8,46
2020,USA,Amazon,Data Scientist,Junior,122909,51,Lockdown,Medium,73,6,37
2021,India,Infosys,Frontend Developer,Mid,35438,100,Recovery,Low,64,5,53
2020,Germany,Google,Mobile Developer,Junior,90495,59,Lockdown,Medium,80,9,41
2019,UK,Wipro,Backend Developer,Mid,79043,63,Pre-Covid,Low,28,7,47
2020,Australia,Amazon,Mobile Developer,Senior,79177,63,Lockdown,Medium,73,5,38
2020,India,Google,Full Stack Developer,Mid,15058,56,Lockdown,High,72,8,40
2019,Canada,Google,Full Stack Developer,Junior,78558,89,Pre-Covid,Low,15,10,49
2021,Germany,Infosys,Data Scientist,Junior,111649,82,Recovery,Medium,66,10,36
2020,UK,Infosys,Frontend Developer,Junior,60610,52,Lockdown,Medium,83,7,43
2019,Germany,Accenture,Data Scientist,Mid,99766,61,Pre-Covid,Low,23,7,46
2019,Germany,Amazon,Backend Developer,Junior,99661,93,Pre-Covid,Low,19,5,45
2021,Australia,Meta,Frontend Developer,Junior,98265,97,Recovery,Medium,84,7,40
2020,Australia,Wipro,Data Scientist,Junior,55797,69,Lockdown,High,71,6,40
2019,Canada,Meta,Data Scientist,Mid,72633,83,Pre-Covid,Low,12,6,51
2021,Canada,Wipro,Frontend Developer,Junior,79230,80,Recovery,Medium,71,9,51
2021,Germany,Accenture,Mobile Developer,Junior,79442,90,Recovery,Medium,62,6,55
2019,Canada,Netflix,Mobile Developer,Senior,82806,93,Pre-Covid,Low,31,6,49
2021,Germany,Netflix,Frontend Developer,Senior,126865,100,Recovery,Low,68,8,53
2020,Australia,Netflix,Full Stack Developer,Junior,91876,47,Lockdown,High,94,10,51
2020,India,Amazon,Data Scientist,Mid,9992,45,Lockdown,Medium,80,8,54
2019,UK,Amazon,Frontend Developer,Senior,60873,88,Pre-Covid,Low,31,8,48
2020,Germany,Microsoft,Frontend Developer,Senior,67864,47,Lockdown,High,84,8,47
2021,India,Google,Full Stack Developer,Mid,16307,100,Recovery,Low,77,9,48
2021,USA,Amazon,Mobile Developer,Mid,144549,90,Recovery,Medium,67,9,35
2020,India,Microsoft,Frontend Developer,Junior,19459,65,Lockdown,Medium,78,6,52
2019,India,Google,Mobile Developer,Senior,28140,74,Pre-Covid,Low,28,9,50
2020,UK,Infosys,Full Stack Developer,Mid,65246,37,Lockdown,High,85,6,36
2020,Canada,Meta,Full Stack Developer,Junior,53804,56,Lockdown,High,72,10,47
2021,Germany,IBM,Frontend Developer,Senior,115312,100,Recovery,Low,75,6,51
2019,Australia,IBM,Backend Developer,Senior,71070,89,Pre-Covid,Low,24,5,43
2019,UK,Wipro,Mobile Developer,Junior,89790,65,Pre-Covid,Low,25,9,51
2021,India,Google,Backend Developer,Mid,22236,100,Recovery,Low,83,5,38
2020,Australia,Netflix,Frontend Developer,Senior,65753,65,Lockdown,Medium,95,10,46
2019,Germany,Netflix,Backend Developer,Junior,67398,84,Pre-Covid,Low,22,5,38
2021,India,Netflix,Frontend Developer,Mid,33962,86,Recovery,Medium,74,10,54
2020,UK,Wipro,Mobile Developer,Junior,54648,66,Lockdown,Medium,80,7,37
2019,UK,TCS,Frontend Developer,Mid,92504,94,Pre-Covid,Low,27,6,55
2021,Australia,Wipro,Data Scientist,Senior,123250,100,Recovery,Medium,70,8,35
2019,Canada,Infosys,Full Stack Developer,Senior,89720,84,Pre-Covid,Low,12,9,41
2019,Australia,Microsoft,Mobile Developer,Senior,98223,84,Pre-Covid,Low,22,7,46
2020,Australia,Amazon,Frontend Developer,Junior,74253,41,Lockdown,High,87,7,42
2020,Australia,Google,Frontend Developer,Mid,73376,66,Lockdown,Medium,87,7,54
2020,Australia,Infosys,Frontend Developer,Junior,65292,43,Lockdown,High,87,7,37
2021,India,Meta,Full Stack Developer,Senior,22027,100,Recovery,Low,63,6,43
2019,Canada,Accenture,Mobile Developer,Mid,89149,93,Pre-Covid,Low,30,8,49
2021,Germany,TCS,Frontend Developer,Senior,97946,94,Recovery,Medium,83,9,43
2020,Australia,Meta,Backend Developer,Senior,70216,52,Lockdown,High,84,6,49
2021,India,Amazon,Backend Developer,Senior,17299,86,Recovery,Medium,64,10,37
2020,India,Netflix,Full Stack Developer,Mid,15771,62,Lockdown,High,81,6,53
2019,Australia,Infosys,Data Scientist,Mid,74023,61,Pre-Covid,Low,11,10,53
2020,Germany,Netflix,Data Scientist,Mid,74878,50,Lockdown,Medium,72,7,44
2021,USA,Infosys,Backend Developer,Senior,122870,90,Recovery,Medium,71,8,38
2020,Australia,Meta,Frontend Developer,Mid,85367,52,Lockdown,Medium,82,7,43
2021,Germany,Microsoft,Mobile Developer,Junior,112978,86,Recovery,Medium,79,5,39
2020,Canada,IBM,Backend Developer,Junior,71745,71,Lockdown,Medium,92,9,53
2021,Australia,Wipro,Backend Developer,Mid,104273,88,Recovery,Low,90,10,46
2019,Australia,Meta,Data Scientist,Mid,104631,91,Pre-Covid,Low,31,7,36
2021,Australia,Google,Full Stack Developer,Senior,125221,97,Recovery,Medium,62,9,49
2019,Australia,Microsoft,Full Stack Developer,Junior,98004,69,Pre-Covid,Low,13,6,46
2021,Australia,Google,Backend Developer,Junior,127235,93,Recovery,Medium,60,8,55
2019,Australia,Wipro,Backend Developer,Junior,107482,65,Pre-Covid,Low,27,10,35
2021,UK,Accenture,Data Scientist,Senior,92823,78,Recovery,Low,90,6,37
2021,UK,Google,Backend Developer,Senior,73208,100,Recovery,Low,74,9,36
2020,USA,Google,Frontend Developer,Junior,107505,51,Lockdown,Medium,76,5,38
2021,Australia,Netflix,Mobile Developer,Senior,93738,100,Recovery,Medium,84,5,35
2019,Germany,Amazon,Frontend Developer,Senior,108366,66,Pre-Covid,Low,11,9,53
2019,USA,Infosys,Data Scientist,Mid,99135,72,Pre-Covid,Low,17,7,50
2019,Germany,Microsoft,Frontend Developer,Senior,81409,60,Pre-Covid,Low,11,6,42
2020,Canada,Infosys,Frontend Developer,Junior,66240,38,Lockdown,Medium,95,7,36
2021,Canada,Meta,Frontend Developer,Senior,102019,99,Recovery,Low,60,9,35
2021,India,Wipro,Backend Developer,Mid,27627,96,Recovery,Low,75,10,47
2021,Germany,Google,Mobile Developer,Senior,123020,100,Recovery,Low,82,9,37
2019,Canada,Netflix,Full Stack Developer,Junior,73743,81,Pre-Covid,Low,33,5,35
2019,USA,Infosys,Frontend Developer,Senior,132788,82,Pre-Covid,Low,23,7,52
2019,India,Netflix,Data Scientist,Senior,18053,95,Pre-Covid,Low,11,6,52
2019,Germany,Google,Backend Developer,Mid,93979,68,Pre-Covid,Low,29,8,37
2020,Germany,TCS,Full Stack Developer,Mid,82312,45,Lockdown,High,72,5,45
2019,Australia,Infosys,Backend Developer,Mid,105238,70,Pre-Covid,Low,29,7,40
